taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
8313153	Quercus palustris Münchh.	8313153	Quercus palustris Münchh.	150429	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus palustris	8313153	LC
8139193	Quercus gambelii Liebm.	2878266	Quercus douglasii Hook. & Arn.	62	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus douglasii	2878266	
2878595	Quercus nectandrifolia Liebm.	2878358	Quercus elliptica Née	7	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus elliptica	2878358	
2879090	Quercus saltillensis Trel.	2879090	Quercus saltillensis Trel.	277	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus saltillensis	2879090	NT
2879488	Quercus sinuata Walter	2879488	Quercus sinuata Walter	1093	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus sinuata	2879488	LC
2881004	Quercus × humidicola E.J.Palmer	2881004	Quercus × humidicola E.J.Palmer	24	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus humidicola	2881004	
2879659	Quercus serrata var. donarium (Nakai) Kitam. & T.Horik.	2879653	Quercus × urticifolia Blume	232	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus urticifolia	2879653	
2878517	Quercus × corcyrensis A.Camus	7274384	Quercus kerneri nothosubsp. kerneri	12	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus kerneri	2878507	
2878952	Quercus salicifolia Née	2878952	Quercus salicifolia Née	786	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus salicifolia	2878952	LC
2879574	Quercus mexicana Bonpl.	2879574	Quercus mexicana Bonpl.	1750	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus mexicana	2879574	LC
2880014	Quercus × salcedoi C.Vicioso	2880014	Quercus × salcedoi C.Vicioso	37	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus salcedoi	2880014	
2880992	Quercus subsericea A.Camus	2880992	Quercus subsericea A.Camus	212	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus subsericea	2880992	NT
2880784	Quercus blakei Skan	2880784	Quercus blakei Skan	125	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus blakei	2880784	LC
7226619	Quercus pubescens subsp. pubescens	7226619	Quercus pubescens subsp. pubescens	19376	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pubescens	2881283	
2878128	Quercus shrevei C.H.Mull.	2878127	Quercus parvula var. shrevei (C.H.Mull.) Nixon	5	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus parvula	2878124	
2878304	Quercus macrocalyx Hickel & A.Camus	2878304	Quercus macrocalyx Hickel & A.Camus	93	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus macrocalyx	2878304	LC
2880289	Quercus petraea subsp. iberica (Steven ex M.Bieb.) Krassiln.	9601356	Quercus petraea subsp. polycarpa (Schur) Soó	581	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus petraea	2880130	
2876791	Quercus × pallida Heuff.	2878294	Quercus × tabajdiana Simonk.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus tabajdiana	2878294	
2879712	Quercus brantii Lindl.	2879712	Quercus brantii Lindl.	310	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus brantii	2879712	LC
2880500	Quercus × rehderi Trel.	2880500	Quercus × rehderi Trel.	80	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus rehderi	2880500	
2879078	Quercus prinopsis Trel.	2879073	Quercus laeta Liebm.	24	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus laeta	2879073	
2880897	Quercus × auzandrii Gren. & Godr.	2880897	Quercus × auzandrii Gren. & Godr.	490	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus auzandrii	2880897	
2879030	Quercus benthamii A.DC.	2879030	Quercus benthamii A.DC.	1289	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus benthamii	2879030	NT
2880449	Quercus baronii Skan	2880449	Quercus baronii Skan	801	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus baronii	2880449	LC
2880966	Quercus eugeniifolia Liebm.	2878665	Quercus seemannii Liebm.	317	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus seemannii	2878665	
2880536	Quercus cordifolia Trel.	2880535	Quercus striatula Trel.	58	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus striatula	2880535	
2878224	Quercus macrocarpa var. depressa (Nutt.) Engelm.	2878224	Quercus macrocarpa var. depressa (Nutt.) Engelm.	19	VARIETY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus macrocarpa	2878213	
2878586	Quercus kelloggii Newb.	2878586	Quercus kelloggii Newb.	13223	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus kelloggii	2878586	LC
8158785	Quercus reflexa King, 1888	8158785	Quercus reflexa King, 1888	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus reflexa	8158785	
2880883	Quercus skutchii Trel.	2880871	Quercus crispipilis Trel.	79	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus crispipilis	2880871	
5939311	Quercus faginea subsp. broteroi (Cout.) A.Camus	7226615	Quercus faginea subsp. faginea	4554	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus faginea	2881480	
2880891	Quercus subspathulata Trel.	2880891	Quercus subspathulata Trel.	273	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus subspathulata	2880891	LC
2878323	Quercus ithaburensis Decne.	2878323	Quercus ithaburensis Decne.	5898	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus ithaburensis	2878323	LC
2880510	Quercus virginiana var. fusiformis (Small) Sarg.	2880509	Quercus fusiformis Small	84	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus fusiformis	2880509	
2878058	Quercus leucotrichophora A.Camus	2878058	Quercus leucotrichophora A.Camus	207	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus leucotrichophora	2878058	
2880455	Quercus pauciradiata Penas, Llamas, Pérez Morales & Acedo	2880455	Quercus pauciradiata Penas, Llamas, Pérez Morales & Acedo	77	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pauciradiata	2880455	DD
7274389	Cyclobalanopsis Oerst.	2877951	Quercus L.	650	GENUS	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951			
8369630	Quercus obscura Trel.	2879073	Quercus laeta Liebm.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus laeta	2879073	
2881021	Quercus tauricola Kotschy	2881012	Quercus infectoria subsp. veneris (A.Kern.) Meikle	9	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus infectoria	2881010	
3906580	Quercus americana Valck.Sur., 1928	3906580	Quercus americana Valck.Sur., 1928	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus americana	3906580	
9589020	Quercus robur f. heterophylla (Loudon) K.Koch	2878725	Quercus robur subsp. robur	26	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus robur	2878688	
2878530	Quercus lanuginosa Lam.	2880580	Quercus cerris L.	114	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus cerris	2880580	
8375654	Quercus laurina M.Martens & Galeotti	2876801	Quercus depressa Bonpl.	40	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus depressa	2876801	
2880983	Quercus hudsoniana Dippel	2880967	Quercus falcata Michx.	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus falcata	2880967	
2881292	Quercus pubescens subsp. anatolica O.Schwarz	2881291	Quercus pubescens subsp. crispata (Steven) Greuter & Burdet	11	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pubescens	2881283	
2879675	Quercus glandulifera var. subattenuata Blume	2879649	Quercus serrata Murray	10	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus serrata	2879649	
2880427	Quercus × venustula Greene	2879031	Quercus × undulata Torr.	13	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus undulata	2879031	
8927069	Quercus dubia Lindl., 1831	8927069	Quercus dubia Lindl., 1831	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus dubia	8927069	
10585484	Quercus pubescens x robur	10585484	Quercus pubescens x robur	20	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pubescens x robur	10585484	
2880813	Quercus lusitanica var. baetica Webb	7226615	Quercus faginea subsp. faginea	5	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus faginea	2881480	
2878659	Quercus tinctoria W.Bartram	8086561	Quercus velutina Lam.	30	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus velutina	8086561	
2879892	Quercus × hispanica var. dentata (P.Watson) Rehder	2880003	Quercus × crenata Lam.	23	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus crenata	2880003	
2881009	Cyclobalanopsis hypophaea (Hayata) Kudô	2881005	Quercus hypophaea Hayata	71	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus hypophaea	2881005	
3906568	Quercus × kinselae (C.H.Mull.) Nixon & C.H.Mull.	2879840	Quercus × townei E.J.Palmer	50	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus townei	2879840	
2879840	Quercus × townei E.J.Palmer	2879840	Quercus × townei E.J.Palmer	11	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus townei	2879840	
2879464	Quercus conjugens Trel.	2879457	Quercus glaucoides M.Martens & Galeotti	10	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus glaucoides	2879457	
8212477	Quercus sartorii Botteri ex A.DC.	2880727	Quercus acutifolia Née	21	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus acutifolia	2880727	
2878690	Quercus robur subsp. brutia (Ten.) O.Schwarz	2878690	Quercus robur subsp. brutia (Ten.) O.Schwarz	13	SUBSPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus robur	2878688	
2879035	Quercus rapurahuensis Pittier ex Seem.	2879030	Quercus benthamii A.DC.	86	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus benthamii	2879030	
2880115	Quercus × joorii Trel.	2880115	Quercus × joorii Trel.	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus joorii	2880115	
2878393	Quercus × cocksii Sarg.	2878393	Quercus × cocksii Sarg.	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus cocksii	2878393	
2880798	Quercus wutaishanica Mayr	2880798	Quercus wutaishanica Mayr	406	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus wutaishanica	2880798	LC
7630817	Quercus incana Roxb.	2878058	Quercus leucotrichophora A.Camus	53	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus leucotrichophora	2878058	
2881102	Quercus longispica (Hand.-Mazz.) A.Camus	2881102	Quercus longispica (Hand.-Mazz.) A.Camus	255	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus longispica	2881102	LC
2879765	Quercus chincapin (F.Michx.) Raf.	2879759	Quercus prinoides Willd.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus prinoides	2879759	
2879885	Quercus edwardsiae C.H.Mull.	2879885	Quercus edwardsiae C.H.Mull.	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus edwardsiae	2879885	DD
2881650	Quercus chrysolepis subsp. vacciniifolia (Kellogg) A.E.Murray	2881649	Quercus vacciniifolia Kellogg	46	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus vacciniifolia	2881649	
7827572	Quercus conglomerata Trel.	8386328	Quercus rugosa Née	30	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus rugosa	8386328	
2877958	Cyclobalanopsis stewardiana (A.Camus) Y.C.Hsu & H.Wei Jen	2877956	Quercus stewardiana A.Camus	336	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus stewardiana	2877956	
2878005	Quercus vellifera Trel.	8386328	Quercus rugosa Née	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus rugosa	8386328	
2880368	Cyclobalanopsis glaucoides Schottky	2880366	Quercus schottkyana Rehder & E.H.Wilson	852	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus schottkyana	2880366	
9138182	Quercus simulata Knowlton, 1898	9138182	Quercus simulata Knowlton, 1898	768	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus simulata	9138182	
2879832	Quercus stellata var. attenuata Sarg.	2879830	Quercus similis Ashe	11	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus similis	2879830	
2879560	Quercus gambleana A.Camus	2879560	Quercus gambleana A.Camus	30	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus gambleana	2879560	LC
2878779	Quercus tozzae Dippel	2878725	Quercus robur subsp. robur	26	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus robur	2878688	
6289946	Quercus robur subsp. sessiliflora (Salisb.) A.DC.	7069116	Quercus petraea subsp. petraea	44	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus petraea	2880130	
9227226	Quercus nevadensis Lesquereux, 1878	9227226	Quercus nevadensis Lesquereux, 1878	12	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus nevadensis	9227226	
8726797	Quercus payettensis Knowlton, 1898	8726797	Quercus payettensis Knowlton, 1898	19	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus payettensis	8726797	
2881648	Quercus × deleiensis A.Camus	2881648	Quercus × deleiensis A.Camus	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus deleiensis	2881648	
8748200	Quercus pliopalmeri Axelrod, 1937	8748200	Quercus pliopalmeri Axelrod, 1937	25	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pliopalmeri	8748200	
2879089	Quercus laeta f. heterophylla Trel.	2879073	Quercus laeta Liebm.	1	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus laeta	2879073	
2880995	Cyclobalanopsis ningangensis W.C.Cheng & Y.C.Hsu	2880994	Quercus ningangensis (W.C.Cheng & Y.C.Hsu) C.C.Huang	15	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus ningangensis	2880994	
2880701	Quercus calophylla f. alamo (Benth.) Trel.	2880691	Quercus calophylla Schltdl. & Cham.	4	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus calophylla	2880691	
7835769	Quercus petiolaris Benth.	2878068	Quercus polymorpha Schltdl. & Cham.	10	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus polymorpha	2878068	
2878976	Quercus cylindracea Guss. ex Parl.	2878725	Quercus robur subsp. robur	6	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus robur	2878688	
3906651	Quercus dawsonii Trel.	3906651	Quercus dawsonii Trel.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus dawsonii	3906651	
2879038	Quercus invaginata f. purpusiana Trel.	2879037	Quercus invaginata Trel.	8	FORM	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus invaginata	2879037	
2878003	Quercus conglomerata Pers.	7226619	Quercus pubescens subsp. pubescens	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pubescens	2881283	
8368591	Quercus confertifolia Torr.	2878550	Quercus hypoleucoides A.Camus	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus hypoleucoides	2878550	
2878106	Quercus fimbriata Y.C.Hsu & H.Wei Jen	2878106	Quercus fimbriata Y.C.Hsu & H.Wei Jen	16	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus fimbriata	2878106	CR
2878001	Quercus diversicolor var. socorronis Trel.	8386328	Quercus rugosa Née	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus rugosa	8386328	
2879022	Quercus grandis var. tenuipes Trel.	2879011	Quercus skinneri Benth.	2	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus skinneri	2879011	
2881613	Quercus tranninhensis Hickel & A.Camus	2876873	Quercus glauca Thunb.	9	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus glauca	2876873	
2878369	Quercus amissiloba Trel.	2878354	Quercus sapotifolia Liebm.	4	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus sapotifolia	2878354	
3906249	Quercus × pseudomargaretta Trel	3906249	Quercus × pseudomargaretta Trel	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pseudomargaretta	3906249	
2881281	Quercus daimingshanensis (S.K.Lee) C.C.Huang	2881281	Quercus daimingshanensis (S.K.Lee) C.C.Huang	5	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus daimingshanensis	2881281	EN
2878150	Cyclobalanopsis pachyloma var. tomentosicupula (Hayata) J.C.Liao	2878149	Quercus pachyloma Seemen	4	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pachyloma	2878149	
8493777	Quercus xrosacea Bechst.	2879292	Quercus × rosacea Bechst.	21	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus rosacea	2879292	
2878496	Quercus araxina (Trautv.) Grossh.	2881012	Quercus infectoria subsp. veneris (A.Kern.) Meikle	10	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus infectoria	2881010	
8300416	Quercus robur subsp. pubescens Douin	7226619	Quercus pubescens subsp. pubescens	17	SUBSPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pubescens	2881283	
2880916	Quercus × comari Albert	10879738	Quercus × auzendei Gren. & Godr.	27	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus auzendei	10879738	
2881114	Quercus × maccormickoserrata T.B.Lee	2881114	Quercus × maccormickoserrata T.B.Lee	40	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus maccormickoserrata	2881114	
2881266	Quercus × maccormickomongolica T.B.Lee	2881265	Quercus × pongtungensis Uyeki	8	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus pongtungensis	2881265	
8298467	Quercus acutissima var. depressinucata H.Wei Jen & R.Q.Gao	7226622	Quercus acutissima subsp. acutissima	1	VARIETY	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus acutissima	2877959	
2879094	Quercus × clementei C.Vicioso	2879094	Quercus × clementei C.Vicioso	9	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus clementei	2879094	
3906466	Quercus murbeckii Sennen	2879098	Quercus ilex L.	13	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Fagaceae	4689	Quercus	2877951	Quercus ilex	2879098	
